Date,ADRO,INDY,ITMG,PTBA
2004-03-31,325.6363220214844,1858.86181640625,2791.716796875,27.923526763916016
2004-04-01,325.6363220214844,1858.86181640625,2791.716796875,27.923526763916016
2004-04-02,325.6363220214844,1858.86181640625,2791.716796875,29.72504425048828
2004-04-05,325.6363220214844,1858.86181640625,2791.716796875,29.72504425048828
2004-04-06,325.6363220214844,1858.86181640625,2791.716796875,28.824283599853516
2004-04-07,325.6363220214844,1858.86181640625,2791.716796875,27.923526763916016
2004-04-08,325.6363220214844,1858.86181640625,2791.716796875,28.824283599853516
2004-04-09,325.6363220214844,1858.86181640625,2791.716796875,28.824283599853516
2004-04-12,325.6363220214844,1858.86181640625,2791.716796875,29.72504425048828
2004-04-13,325.6363220214844,1858.86181640625,2791.716796875,28.824283599853516
2004-04-14,325.6363220214844,1858.86181640625,2791.716796875,29.72504425048828
2004-04-15,325.6363220214844,1858.86181640625,2791.716796875,30.62580108642578
2004-04-16,325.6363220214844,1858.86181640625,2791.716796875,29.72504425048828
2004-04-19,325.6363220214844,1858.86181640625,2791.716796875,29.72504425048828
2004-04-20,325.6363220214844,1858.86181640625,2791.716796875,30.62580108642578
2004-04-21,325.6363220214844,1858.86181640625,2791.716796875,30.62580108642578
2004-04-22,325.6363220214844,1858.86181640625,2791.716796875,30.62580108642578
2004-04-23,325.6363220214844,1858.86181640625,2791.716796875,31.52655792236328
2004-04-26,325.6363220214844,1858.86181640625,2791.716796875,30.62580108642578
2004-04-27,325.6363220214844,1858.86181640625,2791.716796875,30.62580108642578
2004-04-28,325.6363220214844,1858.86181640625,2791.716796875,30.62580108642578
2004-04-29,325.6363220214844,1858.86181640625,2791.716796875,29.72504425048828
2004-04-30,325.6363220214844,1858.86181640625,2791.716796875,29.72504425048828
2004-05-03,325.6363220214844,1858.86181640625,2791.716796875,29.72504425048828
2004-05-04,325.6363220214844,1858.86181640625,2791.716796875,27.02276611328125
2004-05-05,325.6363220214844,1858.86181640625,2791.716796875,27.02276611328125
2004-05-06,325.6363220214844,1858.86181640625,2791.716796875,26.122011184692383
2004-05-07,325.6363220214844,1858.86181640625,2791.716796875,27.02276611328125
2004-05-10,325.6363220214844,1858.86181640625,2791.716796875,24.32049560546875
2004-05-11,325.6363220214844,1858.86181640625,2791.716796875,24.32049560546875
2004-05-12,325.6363220214844,1858.86181640625,2791.716796875,24.32049560546875
2004-05-13,325.6363220214844,1858.86181640625,2791.716796875,25.221250534057617
2004-05-14,325.6363220214844,1858.86181640625,2791.716796875,24.32049560546875
2004-05-17,325.6363220214844,1858.86181640625,2791.716796875,23.41973114013672
2004-05-18,325.6363220214844,1858.86181640625,2791.716796875,24.32049560546875
2004-05-19,325.6363220214844,1858.86181640625,2791.716796875,25.221250534057617
2004-05-20,325.6363220214844,1858.86181640625,2791.716796875,25.221250534057617
2004-05-21,325.6363220214844,1858.86181640625,2791.716796875,25.221250534057617
2004-05-24,325.6363220214844,1858.86181640625,2791.716796875,24.32049560546875
2004-05-25,325.6363220214844,1858.86181640625,2791.716796875,24.32049560546875
2004-05-26,325.6363220214844,1858.86181640625,2791.716796875,26.122011184692383
2004-05-27,325.6363220214844,1858.86181640625,2791.716796875,27.02276611328125
2004-05-28,325.6363220214844,1858.86181640625,2791.716796875,27.02276611328125
2004-05-31,325.6363220214844,1858.86181640625,2791.716796875,27.02276611328125
2004-06-01,325.6363220214844,1858.86181640625,2791.716796875,27.02276611328125
2004-06-02,325.6363220214844,1858.86181640625,2791.716796875,27.02276611328125
2004-06-03,325.6363220214844,1858.86181640625,2791.716796875,27.02276611328125
2004-06-04,325.6363220214844,1858.86181640625,2791.716796875,27.02276611328125
2004-06-07,325.6363220214844,1858.86181640625,2791.716796875,27.02276611328125
2004-06-08,325.6363220214844,1858.86181640625,2791.716796875,27.02276611328125
2004-06-09,325.6363220214844,1858.86181640625,2791.716796875,27.02276611328125
2004-06-10,325.6363220214844,1858.86181640625,2791.716796875,26.358915328979492
2004-06-11,325.6363220214844,1858.86181640625,2791.716796875,25.382659912109375
2004-06-14,325.6363220214844,1858.86181640625,2791.716796875,26.358915328979492
2004-06-15,325.6363220214844,1858.86181640625,2791.716796875,26.358915328979492
2004-06-16,325.6363220214844,1858.86181640625,2791.716796875,26.358915328979492
2004-06-17,325.6363220214844,1858.86181640625,2791.716796875,26.358915328979492
2004-06-18,325.6363220214844,1858.86181640625,2791.716796875,26.358915328979492
2004-06-21,325.6363220214844,1858.86181640625,2791.716796875,25.382659912109375
2004-06-22,325.6363220214844,1858.86181640625,2791.716796875,26.358915328979492
2004-06-23,325.6363220214844,1858.86181640625,2791.716796875,26.358915328979492
2004-06-24,325.6363220214844,1858.86181640625,2791.716796875,25.382659912109375
2004-06-25,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-06-28,325.6363220214844,1858.86181640625,2791.716796875,26.358915328979492
2004-06-29,325.6363220214844,1858.86181640625,2791.716796875,26.358915328979492
2004-06-30,325.6363220214844,1858.86181640625,2791.716796875,26.358915328979492
2004-07-01,325.6363220214844,1858.86181640625,2791.716796875,26.358915328979492
2004-07-02,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-07-05,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-07-06,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-07-07,325.6363220214844,1858.86181640625,2791.716796875,29.287683486938477
2004-07-08,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-07-09,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-07-12,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-07-13,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-07-14,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-07-15,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-07-16,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-07-19,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-07-20,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-07-21,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-07-22,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-07-23,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-07-26,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-07-27,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-07-28,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-07-29,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-07-30,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-08-02,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-08-03,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-08-04,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-05,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-08-06,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-09,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-10,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-11,325.6363220214844,1858.86181640625,2791.716796875,28.311424255371094
2004-08-12,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-13,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-16,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-17,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-18,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-19,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-20,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-23,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-24,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-25,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-26,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-27,325.6363220214844,1858.86181640625,2791.716796875,27.33517074584961
2004-08-30,325.6363220214844,1858.86181640625,2791.716796875,29.287683486938477
2004-08-31,325.6363220214844,1858.86181640625,2791.716796875,30.263933181762695
2004-09-01,325.6363220214844,1858.86181640625,2791.716796875,30.263933181762695
2004-09-02,325.6363220214844,1858.86181640625,2791.716796875,30.263933181762695
2004-09-03,325.6363220214844,1858.86181640625,2791.716796875,31.24019432067871
2004-09-06,325.6363220214844,1858.86181640625,2791.716796875,32.21645736694336
2004-09-07,325.6363220214844,1858.86181640625,2791.716796875,32.21645736694336
2004-09-08,325.6363220214844,1858.86181640625,2791.716796875,33.19270324707031
2004-09-09,325.6363220214844,1858.86181640625,2791.716796875,33.19270324707031
2004-09-10,325.6363220214844,1858.86181640625,2791.716796875,34.16897201538086
2004-09-13,325.6363220214844,1858.86181640625,2791.716796875,34.16897201538086
2004-09-14,325.6363220214844,1858.86181640625,2791.716796875,32.21645736694336
2004-09-15,325.6363220214844,1858.86181640625,2791.716796875,32.21645736694336
2004-09-16,325.6363220214844,1858.86181640625,2791.716796875,31.24019432067871
2004-09-17,325.6363220214844,1858.86181640625,2791.716796875,31.24019432067871
2004-09-20,325.6363220214844,1858.86181640625,2791.716796875,31.24019432067871
2004-09-21,325.6363220214844,1858.86181640625,2791.716796875,33.19270324707031
2004-09-22,325.6363220214844,1858.86181640625,2791.716796875,34.16897201538086
2004-09-23,325.6363220214844,1858.86181640625,2791.716796875,33.19270324707031
2004-09-24,325.6363220214844,1858.86181640625,2791.716796875,34.16897201538086
2004-09-27,325.6363220214844,1858.86181640625,2791.716796875,33.19270324707031
2004-09-28,325.6363220214844,1858.86181640625,2791.716796875,33.19270324707031
2004-09-29,325.6363220214844,1858.86181640625,2791.716796875,34.16897201538086
2004-09-30,325.6363220214844,1858.86181640625,2791.716796875,33.19270324707031
2004-10-01,325.6363220214844,1858.86181640625,2791.716796875,33.19270324707031
2004-10-04,325.6363220214844,1858.86181640625,2791.716796875,36.12146759033203
2004-10-05,325.6363220214844,1858.86181640625,2791.716796875,36.12146759033203
2004-10-06,325.6363220214844,1858.86181640625,2791.716796875,35.145225524902344
2004-10-07,325.6363220214844,1858.86181640625,2791.716796875,35.145225524902344
2004-10-08,325.6363220214844,1858.86181640625,2791.716796875,36.12146759033203
2004-10-11,325.6363220214844,1858.86181640625,2791.716796875,37.09771728515625
2004-10-12,325.6363220214844,1858.86181640625,2791.716796875,37.09771728515625
2004-10-13,325.6363220214844,1858.86181640625,2791.716796875,37.09771728515625
2004-10-14,325.6363220214844,1858.86181640625,2791.716796875,37.09771728515625
2004-10-15,325.6363220214844,1858.86181640625,2791.716796875,36.12146759033203
2004-10-18,325.6363220214844,1858.86181640625,2791.716796875,36.12146759033203
2004-10-19,325.6363220214844,1858.86181640625,2791.716796875,35.145225524902344
2004-10-20,325.6363220214844,1858.86181640625,2791.716796875,35.145225524902344
2004-10-21,325.6363220214844,1858.86181640625,2791.716796875,34.16897201538086
2004-10-22,325.6363220214844,1858.86181640625,2791.716796875,34.16897201538086
2004-10-25,325.6363220214844,1858.86181640625,2791.716796875,34.16897201538086
2004-10-26,325.6363220214844,1858.86181640625,2791.716796875,34.16897201538086
2004-10-27,325.6363220214844,1858.86181640625,2791.716796875,34.16897201538086
2004-10-28,325.6363220214844,1858.86181640625,2791.716796875,36.12146759033203
2004-10-29,325.6363220214844,1858.86181640625,2791.716796875,36.12146759033203
2004-11-01,325.6363220214844,1858.86181640625,2791.716796875,36.12146759033203
2004-11-02,325.6363220214844,1858.86181640625,2791.716796875,36.12146759033203
2004-11-03,325.6363220214844,1858.86181640625,2791.716796875,41.00274658203125
2004-11-04,325.6363220214844,1858.86181640625,2791.716796875,41.9790153503418
2004-11-05,325.6363220214844,1858.86181640625,2791.716796875,45.884037017822266
2004-11-08,325.6363220214844,1858.86181640625,2791.716796875,45.884037017822266
2004-11-09,325.6363220214844,1858.86181640625,2791.716796875,45.884037017822266
2004-11-10,325.6363220214844,1858.86181640625,2791.716796875,45.884037017822266
2004-11-11,325.6363220214844,1858.86181640625,2791.716796875,48.81279754638672
2004-11-12,325.6363220214844,1858.86181640625,2791.716796875,46.86030197143555
2004-11-15,325.6363220214844,1858.86181640625,2791.716796875,46.86030197143555
2004-11-16,325.6363220214844,1858.86181640625,2791.716796875,46.86030197143555
2004-11-17,325.6363220214844,1858.86181640625,2791.716796875,46.86030197143555
2004-11-18,325.6363220214844,1858.86181640625,2791.716796875,46.86030197143555
2004-11-19,325.6363220214844,1858.86181640625,2791.716796875,46.86030197143555
2004-11-22,325.6363220214844,1858.86181640625,2791.716796875,48.81279754638672
2004-11-23,325.6363220214844,1858.86181640625,2791.716796875,52.717830657958984
2004-11-24,325.6363220214844,1858.86181640625,2791.716796875,50.76531982421875
2004-11-25,325.6363220214844,1858.86181640625,2791.716796875,50.76531982421875
2004-11-26,325.6363220214844,1858.86181640625,2791.716796875,51.7415657043457
2004-11-29,325.6363220214844,1858.86181640625,2791.716796875,52.717830657958984
2004-11-30,325.6363220214844,1858.86181640625,2791.716796875,55.6465950012207
2004-12-01,325.6363220214844,1858.86181640625,2791.716796875,59.551612854003906
2004-12-02,325.6363220214844,1858.86181640625,2791.716796875,58.57536697387695
2004-12-03,325.6363220214844,1858.86181640625,2791.716796875,56.62284851074219
2004-12-06,325.6363220214844,1858.86181640625,2791.716796875,55.6465950012207
2004-12-07,325.6363220214844,1858.86181640625,2791.716796875,56.62284851074219
2004-12-08,325.6363220214844,1858.86181640625,2791.716796875,55.6465950012207
2004-12-09,325.6363220214844,1858.86181640625,2791.716796875,52.717830657958984
2004-12-10,325.6363220214844,1858.86181640625,2791.716796875,49.789058685302734
2004-12-13,325.6363220214844,1858.86181640625,2791.716796875,50.76531982421875
2004-12-14,325.6363220214844,1858.86181640625,2791.716796875,50.76531982421875
2004-12-15,325.6363220214844,1858.86181640625,2791.716796875,52.717830657958984
2004-12-16,325.6363220214844,1858.86181640625,2791.716796875,53.69408416748047
2004-12-17,325.6363220214844,1858.86181640625,2791.716796875,57.59911346435547
2004-12-20,325.6363220214844,1858.86181640625,2791.716796875,59.551612854003906
2004-12-21,325.6363220214844,1858.86181640625,2791.716796875,61.50413131713867
2004-12-22,325.6363220214844,1858.86181640625,2791.716796875,63.456642150878906
2004-12-23,325.6363220214844,1858.86181640625,2791.716796875,62.70419692993164
2004-12-24,325.6363220214844,1858.86181640625,2791.716796875,62.70419692993164
2004-12-27,325.6363220214844,1858.86181640625,2791.716796875,60.74468231201172
2004-12-28,325.6363220214844,1858.86181640625,2791.716796875,60.74468231201172
2004-12-29,325.6363220214844,1858.86181640625,2791.716796875,59.76492691040039
2004-12-30,325.6363220214844,1858.86181640625,2791.716796875,59.76492691040039
2004-12-31,325.6363220214844,1858.86181640625,2791.716796875,59.76492691040039
2005-01-03,325.6363220214844,1858.86181640625,2791.716796875,59.56899642944336
2005-01-04,325.6363220214844,1858.86181640625,2791.716796875,60.35279083251953
2005-01-05,325.6363220214844,1858.86181640625,2791.716796875,62.312294006347656
2005-01-06,325.6363220214844,1858.86181640625,2791.716796875,63.87990188598633
2005-01-07,325.6363220214844,1858.86181640625,2791.716796875,63.48799133300781
2005-01-10,325.6363220214844,1858.86181640625,2791.716796875,61.52849197387695
2005-01-11,325.6363220214844,1858.86181640625,2791.716796875,63.48799133300781
2005-01-12,325.6363220214844,1858.86181640625,2791.716796875,62.312294006347656
2005-01-13,325.6363220214844,1858.86181640625,2791.716796875,61.52849197387695
2005-01-14,325.6363220214844,1858.86181640625,2791.716796875,62.312294006347656
2005-01-17,325.6363220214844,1858.86181640625,2791.716796875,61.9203987121582
2005-01-18,325.6363220214844,1858.86181640625,2791.716796875,61.52849197387695
2005-01-19,325.6363220214844,1858.86181640625,2791.716796875,62.312294006347656
2005-01-20,325.6363220214844,1858.86181640625,2791.716796875,63.096092224121094
2005-01-24,325.6363220214844,1858.86181640625,2791.716796875,63.096092224121094
2005-01-25,325.6363220214844,1858.86181640625,2791.716796875,63.096092224121094
2005-01-26,325.6363220214844,1858.86181640625,2791.716796875,62.70419692993164
2005-01-27,325.6363220214844,1858.86181640625,2791.716796875,63.48799133300781
2005-01-28,325.6363220214844,1858.86181640625,2791.716796875,64.27181243896484
2005-01-31,325.6363220214844,1858.86181640625,2791.716796875,64.66371154785156
2005-02-01,325.6363220214844,1858.86181640625,2791.716796875,63.87990188598633
2005-02-02,325.6363220214844,1858.86181640625,2791.716796875,63.48799133300781
2005-02-03,325.6363220214844,1858.86181640625,2791.716796875,63.48799133300781
2005-02-04,325.6363220214844,1858.86181640625,2791.716796875,61.9203987121582
2005-02-07,325.6363220214844,1858.86181640625,2791.716796875,62.312294006347656
2005-02-08,325.6363220214844,1858.86181640625,2791.716796875,62.312294006347656
2005-02-11,325.6363220214844,1858.86181640625,2791.716796875,62.312294006347656
2005-02-14,325.6363220214844,1858.86181640625,2791.716796875,63.096092224121094
2005-02-15,325.6363220214844,1858.86181640625,2791.716796875,62.70419692993164
2005-02-16,325.6363220214844,1858.86181640625,2791.716796875,63.096092224121094
2005-02-17,325.6363220214844,1858.86181640625,2791.716796875,63.87990188598633
2005-02-18,325.6363220214844,1858.86181640625,2791.716796875,64.27181243896484
2005-02-21,325.6363220214844,1858.86181640625,2791.716796875,66.62319946289062
2005-02-22,325.6363220214844,1858.86181640625,2791.716796875,66.23131561279297
2005-02-23,325.6363220214844,1858.86181640625,2791.716796875,65.83941650390625
2005-02-24,325.6363220214844,1858.86181640625,2791.716796875,67.01510620117188
2005-02-25,325.6363220214844,1858.86181640625,2791.716796875,66.23131561279297
2005-02-28,325.6363220214844,1858.86181640625,2791.716796875,65.05560302734375
2005-03-01,325.6363220214844,1858.86181640625,2791.716796875,66.62319946289062
2005-03-02,325.6363220214844,1858.86181640625,2791.716796875,66.23131561279297
2005-03-03,325.6363220214844,1858.86181640625,2791.716796875,68.58272552490234
2005-03-04,325.6363220214844,1858.86181640625,2791.716796875,68.58272552490234
2005-03-07,325.6363220214844,1858.86181640625,2791.716796875,68.19080352783203
2005-03-08,325.6363220214844,1858.86181640625,2791.716796875,68.19080352783203
2005-03-09,325.6363220214844,1858.86181640625,2791.716796875,67.7989273071289
2005-03-10,325.6363220214844,1858.86181640625,2791.716796875,68.97461700439453
2005-03-14,325.6363220214844,1858.86181640625,2791.716796875,67.7989273071289
2005-03-15,325.6363220214844,1858.86181640625,2791.716796875,68.19080352783203
2005-03-16,325.6363220214844,1858.86181640625,2791.716796875,68.19080352783203
2005-03-17,325.6363220214844,1858.86181640625,2791.716796875,68.19080352783203
2005-03-18,325.6363220214844,1858.86181640625,2791.716796875,68.97461700439453
2005-03-21,325.6363220214844,1858.86181640625,2791.716796875,67.7989273071289
2005-03-22,325.6363220214844,1858.86181640625,2791.716796875,67.40701293945312
2005-03-23,325.6363220214844,1858.86181640625,2791.716796875,67.01510620117188
2005-03-24,325.6363220214844,1858.86181640625,2791.716796875,65.447509765625
2005-03-28,325.6363220214844,1858.86181640625,2791.716796875,65.447509765625
2005-03-29,325.6363220214844,1858.86181640625,2791.716796875,62.70419692993164
2005-03-30,325.6363220214844,1858.86181640625,2791.716796875,59.17707824707031
2005-03-31,325.6363220214844,1858.86181640625,2791.716796875,59.56899642944336
2005-04-01,325.6363220214844,1858.86181640625,2791.716796875,61.9203987121582
2005-04-04,325.6363220214844,1858.86181640625,2791.716796875,62.70419692993164
2005-04-05,325.6363220214844,1858.86181640625,2791.716796875,64.27181243896484
2005-04-06,325.6363220214844,1858.86181640625,2791.716796875,66.23131561279297
2005-04-07,325.6363220214844,1858.86181640625,2791.716796875,65.83941650390625
2005-04-08,325.6363220214844,1858.86181640625,2791.716796875,65.83941650390625
2005-04-11,325.6363220214844,1858.86181640625,2791.716796875,65.447509765625
2005-04-12,325.6363220214844,1858.86181640625,2791.716796875,65.447509765625
2005-04-13,325.6363220214844,1858.86181640625,2791.716796875,65.447509765625
2005-04-14,325.6363220214844,1858.86181640625,2791.716796875,63.096092224121094
2005-04-15,325.6363220214844,1858.86181640625,2791.716796875,61.1365966796875
2005-04-18,325.6363220214844,1858.86181640625,2791.716796875,57.6094856262207
2005-04-19,325.6363220214844,1858.86181640625,2791.716796875,58.785186767578125
2005-04-20,325.6363220214844,1858.86181640625,2791.716796875,59.56899642944336
2005-04-21,325.6363220214844,1858.86181640625,2791.716796875,56.82566833496094
2005-04-25,325.6363220214844,1858.86181640625,2791.716796875,50.947147369384766
2005-04-26,325.6363220214844,1858.86181640625,2791.716796875,54.08236312866211
2005-04-27,325.6363220214844,1858.86181640625,2791.716796875,56.43377685546875
2005-04-28,325.6363220214844,1858.86181640625,2791.716796875,59.56899642944336
2005-04-29,325.6363220214844,1858.86181640625,2791.716796875,60.74468231201172
2005-05-02,325.6363220214844,1858.86181640625,2791.716796875,60.35279083251953
2005-05-03,325.6363220214844,1858.86181640625,2791.716796875,61.52849197387695
2005-05-04,325.6363220214844,1858.86181640625,2791.716796875,60.35279083251953
2005-05-06,325.6363220214844,1858.86181640625,2791.716796875,60.35279083251953
2005-05-09,325.6363220214844,1858.86181640625,2791.716796875,61.1365966796875
2005-05-10,325.6363220214844,1858.86181640625,2791.716796875,60.74468231201172
2005-05-11,325.6363220214844,1858.86181640625,2791.716796875,58.785186767578125
2005-05-12,325.6363220214844,1858.86181640625,2791.716796875,58.785186767578125
2005-05-13,325.6363220214844,1858.86181640625,2791.716796875,58.00137710571289
2005-05-16,325.6363220214844,1858.86181640625,2791.716796875,58.00137710571289
2005-05-17,325.6363220214844,1858.86181640625,2791.716796875,58.00137710571289
2005-05-18,325.6363220214844,1858.86181640625,2791.716796875,58.785186767578125
2005-05-19,325.6363220214844,1858.86181640625,2791.716796875,58.785186767578125
2005-05-20,325.6363220214844,1858.86181640625,2791.716796875,58.785186767578125
2005-05-23,325.6363220214844,1858.86181640625,2791.716796875,58.39328384399414
2005-05-25,325.6363220214844,1858.86181640625,2791.716796875,58.00137710571289
2005-05-26,325.6363220214844,1858.86181640625,2791.716796875,58.39328384399414
2005-05-27,325.6363220214844,1858.86181640625,2791.716796875,58.39328384399414
2005-05-30,325.6363220214844,1858.86181640625,2791.716796875,59.17707824707031
2005-05-31,325.6363220214844,1858.86181640625,2791.716796875,61.1365966796875
2005-06-01,325.6363220214844,1858.86181640625,2791.716796875,59.56899642944336
2005-06-02,325.6363220214844,1858.86181640625,2791.716796875,59.56899642944336
2005-06-03,325.6363220214844,1858.86181640625,2791.716796875,59.56899642944336
2005-06-06,325.6363220214844,1858.86181640625,2791.716796875,59.17707824707031
2005-06-07,325.6363220214844,1858.86181640625,2791.716796875,58.39328384399414
2005-06-08,325.6363220214844,1858.86181640625,2791.716796875,59.17707824707031
